uri,type,title,description,spatial
https://id.erfgoed.net/erfgoedobjecten/58568,Erfgoedobject,Grote villa,"Grote villa met klein  ommuurd voortuintje; gebouwd in de jaren 1950 in cottagestijl: witte muren  met pseudo-vakwerk op de verdieping en in de geveltoppen, rode pannen  bedaking; veelzijdige uitbouw aan de kant van het plein.",Jozef Nellenslaan 134-136 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58569,Erfgoedobject,Villa Montserrat," Jozef Nellenslaan nr. 150. Villa ""Montserrat"", één van de weinige bewaarde cottages van de jaren 1930 (oudste bebouwing) in de buurt. Mooi uitgewerkte portiek, verzorgd schrijnwerk met kleine indeling.",Jozef Nellenslaan 150 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58405,Erfgoedobject,Gekoppelde villa's," Jozef Nellenslaan nrs. 17-19/ Kruindreef. Gekoppelde villa's, nr. 17 z.g. ""Zomerweelde"", gebouwd in 1934. Laatste in de rij van gekoppelde art-decovilla's (Jozef Nellenslaan nrs. 9-11, 13-15 en 17-19); de andere twee duo's zijn zwaar aangetast qua materialen en volumes. Correcte verhouding tussen baksteen en simili. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk",Jozef Nellenslaan 17-19 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58769,Erfgoedobject,Vaucelleshoeve," Kalfhoek nr. 3. Z.g. ""Vaucelleshoeve"", gelegen achter de Graaf Jansdijk in de Monnikenpolders, teruggaand tot de 12de eeuw. In 1255 verwerven de Cisterciënzers van Vaucelles (nabij het Franse Cambrai) de gronden van Walter van Gistel; zij bezitten ook de Grote Keuvel (cf. Kalfstraat nr. ?). De monniken baten de hofsteden niet zelf uit. In 1328 gaat de Vaucelleshoeve over naar de abdij Ter Duinen",Kalfhoek 3 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58770,Erfgoedobject,De Grote Keuvelhoeve,"Kalfstraat nr. ?. Z.g. ""De Grote Keuvelhoeve"", de enige hoeve die  in de Keuvelpolder is gebouwd. De site dateert uit de 12de eeuw en  ontleent haar naam aan de vorm van het dak van het toenmalige boerenhuis:  een ""keuvelkap"" of een dak met een wolfseind. In 1255 wordt deze hoeve,  samen met de ""Vaucelleshoeve"" en de ""Kleine Keuvelhoeve"" in Westkapelle,  door Walter van Gistel verkocht aan d",Kalfstraat 42 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58520,Erfgoedobject,Burgerhuis Villa Hilda," Kardinaal Mercierstraat nr. 10. Z.g. ""Villa Hilda"", belle époqueburgerhuis met neo-Vlaamse renaissancevormgeving, gebouwd in 1900 (jaartal in rolwerkcartouche op eerste bouwlaag). Begane grond rijk versierd, enkele kleine florale tegelvelden in de gevel. Gevelbrede balkonleuningen vervangen.",Kardinaal Mercierstraat 10 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58521,Erfgoedobject,Hoekpand in art-decostijl,"Gebouwd in 1935, deels verbouwd. Fries met florale art-deco-ornamentiek op bovenste verdieping.",Kardinaal Mercierstraat 28 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58482,Erfgoedobject,Hoeve," Kastanjedreef nr. 5. Hoeve nu met residentiële functie. Erftoegang met gietijzeren hek tussen bakstenen postamenten ten westen van de schuur. Lage bakstenen bestanddelen onder pannen zadeldaken (nieuwe dakkapellen bij het boerenhuis). Ten westen van het erf (grasperk), witgeschilderde dwarsschuur van 1882. Ten noorden van het erf, boerenhuis uit het begin van de 19de eeuw, aansluitend bij het la",Kastanjedreef 5 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/300939,Erfgoedobject,Bakstenen muren voor schotbalken,Bakstenen muren met sleuven voor schotbalken aan weerszijden van de onderbreking van de Nieuwe Hazegraspolderdijk ter hoogte van de kruising met de Kavel I straat.,Kavel I-straat zonder nummer (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58522,Erfgoedobject,Neoclassicistisch winkelhuis, Kerkstraat nr. 20. Neoclassicistisch winkelhuis met verbouwing in het dak en dakgoot. Verzorgde cementering met imitatievoegen en geriemde omlijstingen met oren aan de muuropeningen. Houtwerk vernieuwd.,Kerkstraat 20 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58523,Erfgoedobject,Burgerhuis Villa Philippe," Kerkstraat nr. 35 of 37 (?). Z.g. ""Villa Philippe"" (cf. latei van de deur), burgerhuis in neo-Vlaamse renaissancestijl gebouwd in 1897 (jaartal in fries kroonlijst). Bakstenen gevel met arduinen details, speklagen, hoekneggen, ornamentiek. Bewaarde T-ramen en deur.",Kerkstraat 37 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58524,Erfgoedobject,Burgerhuis Casa Mia," Kerkstraat nr. 76. Z.g. ""Casa Mia"", burgerhuis van het eerste kwart van de 20ste eeuw, bekleed met gele en groene geglazuurde baksteen. Vernieuwd houtwerk. Thans afgebroken.",Kerkstraat 76 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58771,Erfgoedobject,Beeld Tijl en Nele," Keuvelhoekstraat z.nr. ""Tijl en Nele"", monoliet beeld van carraramarmer van Charles Samuel (1862-1938), als eerbetoon aan schrijver C. De Coster (cf. C. De Costerlaan op hoek van dit parkje). Het bronzen beeld wordt in 1894 ingehuldigd in Elsene; het gemeentebestuur van Knokke kan het originele marmeren beeld verwerven in 1952. LANNOY D., Knokke-Heist. Terugblik, Maldegem, 1998, p. 199.",Keuvelhoekstraat zonder nummer (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58772,Erfgoedobject,Koningslinde als herdenkingsboom,"     Keuvelhoekstraat z.nr. Centraal in het park een lindeboom, met op  arduinen plaat het opschrift ""Dit is de koningslinde geplant op 15/11/1990  ter ere van Koning Boudewijn"".   ",Keuvelhoekstraat zonder nummer (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58406,Erfgoedobject,Lommerhuisje," Knokkestraat nr. 441. Z.g. ""Lommerhuisje"" (in typische belettering), rijhuis van het eerste kwart van de 20ste eeuw n.o.v. architect Hintjens (Oostende) (gesigneerd). Puntgevel met expressieve uitwerking. Deels verbouwd.",Knokkestraat 441 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58773,Erfgoedobject,Hoeve met losstaande bestanddelen,"Hoeve met (deels) losstaande bestanddelen, als site aangeduid op Ferrariskaart (1770-1778).",Knokkestraat 564 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58774,Erfgoedobject,Ensemble burgerhuizen,"     Knokkestraat nr. 617-663. Ensemble burgerhuizen, gebouwd na de  Tweede Wereldoorlog, gr.m. gegroepeerd per vijf, met telkens smal straatje  ertussen. Baksteenbouw onder rode zadeldaken, gekenmerkt door pannen  luifel boven erkers op gelijkvloers, gecementeerde omlijsting van vensters  op verdieping.   ",Knokkestraat 617-663 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58775,Erfgoedobject,Dorpswoning," Knokkestraat nr. 671. Enkelhuis uit 1906 (cf. gevelsteen), gecementeerde puntgevel, nieuw houtwerk zonder onderverdeling.",Knokkestraat 671 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58776,Erfgoedobject,Villa,"     Knokkestraat nr. 674/ Jeugdherbergstraat. Villa van kort na de  Tweede Wereldoorlog, met rond uitgewerkte hoekpartij; recent  witgeschilderde baksteen, hoog rood dak.   ",Knokkestraat 674 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58777,Erfgoedobject,Burgerhuis,"Interbellumburgerhuis met invloed van Nieuwe Zakelijkheid: strakke vormgeving, witgeschilderd, rechthoekige muuropeningen, balkons met buisleuningen. Recente invulling van de muuropeningen door PVC.",Knokkestraat 679 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58778,Erfgoedobject,Burgerhuis,"     Knokkestraat nr. 681. Art-decogetint gecementeerd burgerhuis (cf.  omlijstingen), vooruitgeschoven gelijkvloers. Vernieuwd  schrijnwerk.   ",Knokkestraat 681 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58911,Erfgoedobject,Villa in art-deco en modernistische stijl, Konijnendreef nr. 1. Villa in art-deco- en modernistisch getinte stijl uit het tweede kwart van de 20ste eeuw. Gecementeerde baksteenbouw op onbeschilderde sokkel. Halfronde bow-window op de begane grond waarboven open hoekbalkon. Toepassing van patrijspoortvenster met hekwerk ervoor. Rondbogig voorportaal met dieperliggende inkom.,Konijnendreef 1 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58912,Erfgoedobject,Dienstgebouw van de elektriciteitsmaatschappij," Konijnendreef nr. 14. Dienstgebouwtje van de elektriciteitsmaatschappij opgetrokken in landelijke stijl, en aldus geïntegreerd in de omgevende bebouwing. Witgeschilderde baksteenbouw op zwarte plint. Breed overkragende kroonlijst op decoratieve houten consoles. Steunberen op de hoeken. ",Konijnendreef 14 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58673,Erfgoedobject,Interbellum appartementsgebouwen," Koningslaan nrs. 92, 123, 186. Bescheiden, modernistisch getinte interbellumappartementsgebouwtjes. Nr. 123, z.g. ""Beloperone"", met geprofileerde zonneluifel en bewaard houtwerk.","Koningslaan 92, 123, 186 (Knokke-Heist)"
https://id.erfgoed.net/erfgoedobjecten/58677,Erfgoedobject,Burgerhuis," Koningslaan nr. 230. Interbellumburgerhuis, als enige overgebleven tussen de appartementsgebouwen naar de Zeedijk toe. Opvallende, art-nouveaugetinte gevel bekleed met witte geglazuurde baksteen met groene details (strekken muuropeningen). Centraal op de verdiepingen een ronde, doorlopende erker.  Houten kroonlijst en gedetailleerd houtwerk in vensteropeningen gelijkvloers. Thans afgebroken.",Koningslaan 230 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58667,Erfgoedobject,Villa in cottagestijl," Koningslaan nr. 49. Witgeschilderde interbellumvilla met rode bedaking, in laag ommuurde tuin. Pittoreske cottagestijl, cf. voordeur onder luifel met houten pijlers, houten erkers.",Koningslaan 49 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58668,Erfgoedobject,Villa's Bonne Mère en Bon Père,"    Koningslaan nrs. 63-65. Twee-onder-één-kapvilla, z.g. ""Bonne Mère""  en ""Bon Père"", gebouwd in 1931 n.o.v. architect H. Evers. Bakstenen gevels  met art-decovormgeving; ondergrondse garages, bel-etage met loggia's aan  voorgevel, hoog pannen mansardedak met uitspringende verdieping.  GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1931, nr.  2145.   ",Koningslaan 63-65 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58669,Erfgoedobject,Villa's Monique en Manette," Koningslaan nrs. 73-75. Twee-onder-één-kapvilla, z.g. ""Monique"" en ""Manette"", gebouwd in 1938 n.o.v. architect L. Van Maercke. Bakstenen gevels met modernistische vormgeving. Halfondergrondse garages, schilddak met groene, geglazuurde dakpannen. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1938, nr. 3669.",Koningslaan 73-75 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58670,Erfgoedobject,Drie interbellum appartementsgebouwen," Koningslaan nrs. 78-80-82, nr. 198. Drie kleine interbellumappartementsgebouwen van drie bouwlagen, bakstenen gevels met gecementeerde details in met art-decovormgeving. Nr. 78, z.g. ""Les fruits"", met verticaliserende centrale pilaster in siermetselwerk, bewaard houtwerk. Nr. 80, z.g. ""Duinzicht"", gebouwd in 1929 n.o.v. architect J. Heens ? (moeilijk leesbaar op de bouwplannen), met kenmerkende ",Koningslaan 78-82 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58671,Erfgoedobject,Interbellum appartementsgebouw," Koningslaan nr. 86/ Nestor de Tièrestraat. Interbellumappartementsgebouw met art-decovormgeving. Gecementeerde onderbouw, verdiepingen in baksteen en geaccentueerd door veelzijdige hoekerkers, tweezijdige erker in zijstraat, doorgang achterliggende garages, puntgevel boven deurtravee.",Koningslaan 86 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58672,Erfgoedobject,Interbellum appartementsgebouw,"     Koningslaan nrs. 88-90/ Nestor de Tièrestraat.  Interbellumappartementsgebouw met modernistische vormgeving: doorlopende  gecementeerde friezen, plat dak, afgeronde hoek met ijzeren  balkonleuningen.   ",Koningslaan 88-90 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58674,Erfgoedobject,Handels- en appartementsgebouw uit het interbellum,Handels- en  appartementsgebouw uit het interbellum.,Koningslaan 93A (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58675,Erfgoedobject,Appartementsgebouw Liliado," Koningslaan nr. 95. Z.g. ""Liliado"", modernistisch appartementsgebouw van 1937 n.o.v. architect M. Collet (Brussel). Onderbouw met zwarte geglazuurde tegels, brede centrale erker met afgeronde hoekbalkons, voorzien van buisleuningen, smalle zonneluifel, rondbogige vensterdeuren en zijvensters. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Knokke Bouwaanvragen, 1937, nr. 3490. ",Koningslaan 95 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58527,Erfgoedobject,Hoeve 't Boerenhof,"De huidige bestanddelen gaan grotendeels terug op de 18de eeuw. Lage, witgekalkte baksteenbouw boven gepekte plint; zadel- en schilddaken (Vlaamse pannen, deels strodak bij de schuur). Begroend erf, laag muurtje voor het huis, bakstenen hondenhok.",Koudekerkelaan 30 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58779,Erfgoedobject,Drie boerenarbeiderswoningen," Kragendijk nrs. 223-231. Samenstel van kleine lage boerenarbeidershuizen van twee traveeën onder pannen zadeldak (nok // straat); gecementeerde lijstgevels.  Twee per twee in spiegelbeeld, met tussenin een lager deurtje naar de tuin. ",Kragendijk 223-231 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58780,Erfgoedobject,Dorpswoning,"     Kragendijk nr. 233. Dorpswoning van één bouwlaag en twee traveeën,  gekenmerkt door gecementeerde puntgevel (nok loodrecht op straat).   ",Kragendijk 235 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58483,Erfgoedobject,'t Hof ter Calverkeete,""" 't Hof ter Calverkeete"". Historische hoeve die in kern zou terug gaan op de 12de eeuw.",Kragendijk 42 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58407,Erfgoedobject,Hedendaagse villa," Krekelpad nr. 1/ Van Hoenackerpad. Hedendaagse villa en strakke vormgeving, met als enige toegeving de tentvormige bedaking. Ruim zonneterras in zijgevel.",Krekelpad 1 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58408,Erfgoedobject,Villa Les Paquerettes," Krekelpad nr. 3/ Van Hoenackerpad. Z.g. ""les Paquerettes"", cottagevilla gebouwd in 1933 n.o.v. architecten R. en R. Théry. Goed bewaard.  SINT-LUKASRACHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Duinbergen, nr. K-H O.W. 102/1933.",Krekelpad 3 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58409,Erfgoedobject,Villa 't Verlof," Krekelpad nr. 6/ Meeuwendreef. Z.g. ""'t Verlof"", villa gebouwd in de jaren 1920 in een combinatie van art deco en modernisme; gaaf bewaard. Kleine verzorgde tuin met mooie omheining. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krekelpad 6 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58410,Erfgoedobject,Gekoppelde villa," Krokussenpad nr. 1/ Duinendreef nr. 17. Gekoppelde villa n.o.v. J. Smekens (Ixelles) van 1912, cf. Duinendreef nr. 17. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 1 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58411,Erfgoedobject,Villa Le Chalet," Krokussenpad nr. 2. Z.g. ""Le Chalet"", villa van begin 20ste eeuw in cottagestijl n.o.v. Ad. Pirenne. Hedendaagse verbouwing tot appartementen; tuin is volledig geasfalteerd. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 2 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58412,Erfgoedobject,Villa Fleurs de Rêve," Krokussenpad nr. 3. Z.g. ""Fleurs de Rêve"", villa gebouwd begin 20ste eeuw n.o.v. Ad. Pirenne in cottagestijl, cf. decoratief vakwerk in zijgevels. Vakwerk voorgevel vervangen door P.V.C. SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996.",Krokussenpad 3 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58413,Erfgoedobject,Villa Sunny Home," Kruindreef nr. 6/ Bergdreef. Z.g. ""Sunny Home"", modernistische villa van 1936. Bakstenen muren, plat dak met sterk overkragende kroonlijst, ijzeren reling op gebogen terrasmuur verwijderd.  SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel III, in opdracht van WITAB, mei-juni 1996. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Du",Kruindreef 6 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58528,Erfgoedobject,Interbellumburgerhuis, Kursaalstraat nr. 11. Interbellumburgerhuis met art-decogevel; rode baksteen met gecementeerde details o.m. tweezijdige erker in centrale travee op tweede bouwlaag. Begane grond verbouwd.,Kursaalstraat 11 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58529,Erfgoedobject,Hoekpand," Kursaalstraat nr. 12/ Vlamingstraat. Hoekpand van begin 20ste eeuw, lijstgevel met kroonlijst (PVC) op modillons; lijstgevel bekleed met witte en groene geglazuurde baksteen, balkon bewaard in hoektravee. Tussen modillons tegelvelden met zonnebloemmotieven. Begane grond verbouwd.",Kursaalstraat 12 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58530,Erfgoedobject,Hoekpand," Kursaalstraat nr. 14/ Vlamingstraat. Hoekpand met art-decogetinte cementering, vermoedelijk tegen oudere, neoclassicistische gevel. Verbouwde begane grond, schrijnwerk vervangen.",Kursaalstraat 14 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58531,Erfgoedobject,Herenhuis,"Kursaalstraat nr. 22. Herenhuis met rijk versierde neoclassicistische lijstgevel afgeboord met houten kroonlijst op consoles en met tandfries, zadeldak met twee houten dakkapellen. Centraal vensterrisaliet met brede balkons op consoles met fraaie gietijzeren leuningen, uitgewerkte vensteromlijstingen, diamantknoppen. Begane grond verbouwd.",Kursaalstraat 22 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58532,Erfgoedobject,Landhuis met tuin,"In 1919-1921 gebouwd naar ontwerp van architect R. Neirynck als privé-woning van Gustaaf De Jonghe, aannemer van bouw- en waterwerken. Sinds 1947 zeevisserijschool ""de Golfbreker"", vanaf 1983 ""Visserijschool van de Vlaamse Gemeenschap"", vanaf 1995 ""Provinciaal Maritiem Instituut"". De ""Golfbreker"" is beschermd als monument, de onmiddellijke omgeving als dorpsgezicht bij M.B. van 18/10/1995.",Kursaalstraat 55 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58913,Erfgoedobject,Gekoppelde villa Les Buissons / Les Peupliers," Kustlaan nr. 106-108/ Eugène Ysayelaan. Z.g. ""Les Buissons / Les Peupliers"", gekoppelde villa in cottagestijl uit het eerste kwart van de 20ste eeuw. Witgeschilderde en deels bepleisterde baksteenbouw op grijsgeschilderde en deels gecementeerde plint; pseudo-vakwerk in de gevelvelden. Kroonlijsten of decoratieve afgeronde consoles. Nr. 108 met sterk in- en uitspringende gevelpartijen.",Kustlaan 106-108 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58914,Erfgoedobject,Meergezinswoning in cottagestijl, Kustlaan nr. 110-114. Driewoonst in cottagestijl uit het tweede kwart van de 20ste eeuw. Witgeschilderde baksteenbouw op zwarte plint met pseudo-vakwerk in gevelvelden. Bakstenen tuinmuur met houten balken tussen de pijlers waarachter haag. ,Kustlaan 110-114 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58915,Erfgoedobject,Handels- en appartementsgebouw in eclectische stijl," Kustlaan nr. 127. Handels- en appartementsgebouw in eclectische stijl uit 1913 naar ontwerp van architect J. Viérin, voorheen gekend als de z.g. Weense bakkerij Delaetere. Onbeschilderde baksteenbouw met gebruik van natuursteen voor gevelornamentiek o.m. dorpels, gevelstenen, druiplijsten, fronton, guirlande. Verzorgde houten kroonlijst op consoles. Tweede travee rechts met doorlopende driezijdi",Kustlaan 127 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58916,Erfgoedobject,Villa Les Némésias," Kustlaan nr. 150. Z.g. ""Les Némésias"", villa in cottagestijl uit het tweede kwart van de 20ste eeuw naar ontwerp van architect G. Taelemans. Witgeschilderde en deels bepleisterde baksteenbouw op zwarte plint. Mansardedak rechts verdwenen voor aansluiting met later gebouwde garage. Resterende sporen van verdwenen vakwerk.",Kustlaan 150 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58917,Erfgoedobject,Villa Cemana en La Sauvagine," Kustlaan nr. 154-156. Z.g. ""Cemana / La Sauvagine"", gekoppelde villa in cottagestijl uit het tweede kwart van de 20ste eeuw naar ontwerp van architect M. Driesmans. Witgeschilderde baksteenbouw met pseudo-vakwerk in de gevelvelden. Pittoresk dakenspel. ",Kustlaan 154-156 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58918,Erfgoedobject,Handels- en appartementsgebouwen in cottagestijl," Kustlaan nr. 187-189, 191. Twee rijwoningen thans handels- en appartementsgebouwen in cottagestijl uit het eerste kwart van de 20ste eeuw. Doorlopende gecementeerde erkers op de bovenverdiepingen. Gecementeerde geveltoppen beslagen met houten pseudo-vakwerk. Begane grond verbouwd tot winkelpuien.",Kustlaan 187-191 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58919,Erfgoedobject,Handels- en appartementsgebouw," Kustlaan nr. 197. Gelijkaardige rijwoning, thans handels- en appartementsgebouw uit het eerste kwart van de 20ste eeuw. Houten kroonlijst op consoles en tandlijst. Overkragende bovenverdieping op zware consoles waarop bakstenen balustrade. Gecementeerde driezijdige erker op tweede bouwlaag. Pseudo-vakwerk in geveltop van dakvenster. Recentere winkelpui op begane grond. ",Kustlaan 197 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58920,Erfgoedobject,Handels- en appartementsgebouw, Kustlaan nr. 203-213. Modernistisch getint handels- en appartementsgebouw uit de jaren 1950. Deels gecementeerde baksteenbouw met afgeronde gevelbrede erker en doorlopende horizontaliserende vensterregisters. Overkragende bovenverdieping op gecementeerde sokkel (begane grond); centraal grote rondbogige inkom. Suggestie van 'vlaggenmast' d.m.v. gecementeerde afgeronde liseen doorgetrokken tot bov,Kustlaan 207-213 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58921,Erfgoedobject,Handels- en appartementsgebouw in art-decostijl, Kustlaan nr. 215. Handels- en appartementsgebouw in art-decostijl uit het interbellum. Witgeschilderde en deels gecementeerde baksteenbouw op natuurstenen plint gevat tussen verticaliserende lisenen. Linkertravee tussen lisenen doorgetrokken tot boven de kroonlijst onder driehoekige frontonbekroning. Licht gebogen doorlopende driezijdige erker op de bovenverdieping. Begane grond verbouwd tot win,Kustlaan 215 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58922,Erfgoedobject,Rijhuizen in cottagestijl," Kustlaan nr. 221-223. Rijwoningen in cottagestijl uit het eerste kwart van de 20ste eeuw, thans handels- en appartementsgebouw. Beschilderde baksteenbouw met (deels) gecementeerde driezijdige erkers op de bovenverdieping. Nr. 221 met pseudo-vakwerk in geveltop. Begane grond verbouwd tot grote winkelpui. ",Kustlaan 221-223 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/215709,Erfgoedobject,Hotel Pauwels,"Multifunctioneel complex bestaande uit een hotel en appartementen, ontworpen door de architect Marc Dessauvage. De bouw in samenwerking met ingenieur Jef Allewaert, het studiebureel Buro Roland De Brock, en binnenhuisontwerper Fred Sandra, kwam tot stand in 1977-1983.",Kustlaan 353-355 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58679,Erfgoedobject,Appartementsgebouw,"   Kustlaan nr. 68/ Driehoeksplein. Art-decogetint appartementsgebouw  van vier bouwlagen. Verdiepte begane grond met winkels, verdiepingen  overkragend op getrapte brede consoles.   ",Kustlaan 68 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58924,Erfgoedobject,Villa 't  Lammeke Gods," Lammekenslaan nr. 20. Z.g. ""'t Lammeke Gods"", grote in ruime tuin gelegen villa in cottage- en landelijke stijl uit ca. het midden van de 20ste eeuw naar ontwerp van architect A. Dugardyn en uitgevoerd door aannemer G. Mergaert-L. Degroote (Knokke). Witgeschilderde baksteenbouw op zwarte plint. Natuurstenen bas-reliëf met voorstelling van lam boven trappartij.",Lammekenslaan 20 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58533,Erfgoedobject,Art-decovilla Le Castel," Laurierstraat nr. 3. Z.g. ""Le Castel"", art-decovilla n.o.v. architect E. Beckers (Brussel) van 1933. Villa in rode baksteen onder hoge bedaking met zwarte pannen. Uitgewerkt volumespel: torenvormige uitbouw, loggia met sigaarvormige zuil, terras, portiek onder brede rondboog; tegeltableau met ruiter in tableau. GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwaanvragen, Heist, 1933/79.",Laurierstraat 3 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58415,Erfgoedobject,Villa in cottagestijl, Leeuwerikendreef nr. 10. Villa deel uitmakend van oudste bebouwing; gebouwd in interbellum in cottagestijl. Perceel hoger gelegen dan straatniveau.,Leeuwerikenlaan 10 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58395,Erfgoedobject,Dubbele villa in art-decostijl," Elisabetlaan nr. 245/ Leeuwerikenlaan nr. 28. Dubbele villa in art-decostijl, nr. 28 z.g. ""Frais Minois"" gebouwd in 1933.  SINT-LUKASARCHIEF BRUSSEL, Inventaris van het bouwkundig erfgoed in de villawijk Duinbergen te Knokke-Heist, deel II, in opdracht van WITAB, mei-juni 1996.  GEMEENTELIJK ARCHIEF KNOKKE-HEIST, Bouwdossiers, Duinbergen, nr. K-H O.W. 7/1933.",Leeuwerikenlaan 28 (Knokke-Heist)
https://id.erfgoed.net/erfgoedobjecten/58680,Erfgoedobject,Art-decohoekappartement Bosroos,"     Leopoldlaan nr. 15/ Elisabetlaan. Z.g. ""Bosroos"",  art-decohoekappartement van drie bouwlagen met voortuintje. Bakstenen  gevel, gekenmerkt door gecementeerde veelzijdige hoekerker en golvende  afwerking van de lijstgevel.   ",Leopoldlaan 15 (Knokke-Heist)
